property_name,location,bedrooms,bathrooms,price,size,price_per_sqm
شقة للايجار اليومي والاسبوعي المعبيلة 13 ريال,"Al Maabilah, Muscat•",2,2.0,1300.0,120.0,10.833333333333334
Flat for Rent – Brand New Building in Ghala Heights!,"Ghala, Muscat•",2,2.0,225.0,75.0,3.0
Executive Bachelor Accommodation  AT ALKHUWAIR,"Al Khuwair, Muscat•",2,2.0,80.0,55.0,1.4545454545454546
للايجار أرضي صناعية,"Al Sinainah, Al Buraimi•",2,,500.0,3637.0,0.13747594171020072
غرفتين وصاله بمطبخ أمريكي بالموالح قريب شارع مازون شامل الفوتير,"Al Mawaleh, Muscat•",1,1.0,200.0,50.0,4.0
شقه غرفه وصاله وحمام ومطبخ بالموالح قريب من سوق الخضار,"Al Mawaleh, Muscat•",1,1.0,160.0,50.0,3.2
House shiffting service all Muscat oman and Dubai to Muscat oman and,"Al Khoud, Muscat•",3,3.0,75.0,68.0,1.1029411764705883
مسقط الخوض السادسة,"Al Khoud, Muscat•",3,3.0,150.0,120.0,1.25
فيلا للايجار في خريف صلالة ( عوقد ),"Salalah, Dhofar•",3,3.0,80.0,200.0,0.4
Furnished Rom for exicutive Bachilor or family Near ISD,"Darsait, Muscat•",3,3.0,110.0,10.0,11.0
Room with attached washrrom available for rent full/sharing basis,"Al Ghubrah, Muscat•",1,1.0,55.0,100.0,0.55
شقة للاجار اليومي خريف 2025,"Salalah, Dhofar•",2,2.0,66.0,133.0,0.49624060150375937
furnished room available for male executive bachelor in ghubrah,"Al Ghubrah, Muscat•",1,1.0,130.0,20.0,6.5
شقه جديده مفروشه للايجار الموقع صحلنوت,"Salalah, Dhofar•",2,2.0,50.0,130.0,0.38461538461538464
مخازن للإيجار في الموالح,"Al Mawaleh, Muscat•",2,,270.0,100.0,2.7
1BHK & 2BHK in AL AMARAT for rent,"Al Amarat, Muscat•",1,1.0,110.0,55.5,1.981981981981982
"A bed space for daily, weekly and monthly rent","Al Khuwair, Muscat•",1,1.0,40.0,33.0,1.2121212121212122
"Spacious 2-Bedroom Apartment for Rent in Al Mahaj, Al Amerat – Prime L","Al Amarat, Muscat•",3,3.0,175.0,110.0,1.5909090909090908
1BHK Apartment in Al Amerat,"Al Amarat, Muscat•",1,1.0,100.0,65.0,1.5384615384615385
1BHK & 2BHK Apartment in Al Ansab For Rent,"Ansab, Muscat•",3,3.0,220.0,145.0,1.5172413793103448
House shiffting service all Muscat oman and Muscat oman to Dubai,"Madinat As Sultan Qaboos, Muscat•",3,3.0,70.0,98.0,0.7142857142857143
2 Brand New Shops,"Barka, Al Batinah•",2,,285.0,24.64,11.566558441558442
‎محل جديد للإيجار في دانة العرفان في الواجهة,"Ghala, Muscat•",2,,340.0,39.0,8.717948717948717
فيلا السعادة الجنوبية آجار يومي قرب الخدمات,"Salalah, Dhofar•",5,5.0,80.0,300.0,0.26666666666666666
Sharing Room for Rent near Ruwi Madrasa,"Ruwi, Muscat•",1,1.0,30.0,30.0,1.0
House shiffting service all Muscat oman and Dubai to Muscat oman,"Al Wadi Al Kabir, Muscat•",3,3.0,55.0,95.0,0.5789473684210527
House shiffting service all Muscat oman and Dubai to Muscat oman,"Al Khuwair, Muscat•",5,5.0,115.0,98.0,1.1734693877551021
House shiffting service all Muscat oman and Dubai to Muscat oman,"Al Mawaleh, Muscat•",5,5.0,120.0,98.0,1.2244897959183674
شقة للايجار بمنتجع هوانا صلالة,"Salalah, Dhofar•",1,1.0,65.0,63.0,1.0317460317460319
شقتين دور أرضي 35 ريال السعادة الجنوبية قرب الخدمات,"Salalah, Dhofar•",2,2.0,50.0,100.0,0.5
ابحث عن شقه للإيجار,"Al Maabilah, Muscat•",2,2.0,120.0,120.0,1.0
New House For Rent,"Sohar, Al Batinah•",2,2.0,180.0,750.0,0.24
Muscat Tourist Hostel,"Al Ghubrah, Muscat•",3,3.0,,196.0,
"We have in North Ghubrah, South Ghubrah, Al Khuwair and Al Udhaiba 110","Al Ghubrah, Muscat•",1,1.0,100.0,120.0,0.8333333333333334
House shiffting service all Muscat oman and Dubai and the best price,"Qurum, Muscat•",3,3.0,60.0,98.0,0.6122448979591837
House shiffting service all Muscat oman and Dubai to Muscat oman,"Muscat Hills, Muscat•",3,3.0,75.0,98.0,0.7653061224489796
Brand new offices in Mawaleh/Al Hail / Al Khoud,"Al Hail, Muscat•",2,,100.0,15.0,6.666666666666667
Furnished and Serviced Offices for Rent in Mazoon Square,"Al Mawaleh, Muscat•",2,,150.0,10.0,15.0
من المالك مباشرة ارض سكنية للايجار او الاستثمار بصحار /فلج القبائل,"Sohar, Al Batinah•",2,,1200.0,6000.0,0.2
بركاءقرحة البلوش,"Barka, Al Batinah•",2,,65.0,55.0,1.1818181818181819
"2BHK FLAT for RENT, spacious suited for FAMILIES","Al Hamriyah, Muscat•",3,3.0,160.0,95.0,1.6842105263157894
Movers and packers all Muscat oman and Dubai to Muscat oman and,"Al Maabilah, Muscat•",3,3.0,70.0,68.0,1.0294117647058822
single room rent,"Al Ghubrah, Muscat•",1,1.0,100.0,100.0,1.0
Gulf Hotel Apartments with special discounts,"Al Ghubrah, Muscat•",2,,50.0,65.0,0.7692307692307693
Office / Shop /  Boutique / Store,"Ruwi, Muscat•",2,,190.0,39.0,4.871794871794871
A beautiful apartment for rent in alhail north directly from the owner,"Al Hail, Muscat•",2,2.0,300.0,100.0,3.0
6 BHK VILLA Amerat No. 5 Prime Location,"Al Amarat, Muscat•",7,7.0,400.0,500.0,0.8
big flat for rent in mubelah south,"Al Maabilah, Muscat•",4,4.0,170.0,130.0,1.3076923076923077
فيلا بتصميم عصري للايجاري اليومي,"Salalah, Dhofar•",6,6.0,100.0,300.0,0.3333333333333333
room for rent near Badr sama,"Sohar, Al Batinah•",1,1.0,55.0,55.0,1.0
Room available for Indian or Philippines,"Nizwa, Al Dakhiliya•",1,1.0,100.0,80.0,1.25
Single room with bathroom wanted,"Nizwa, Al Dakhiliya•",1,1.0,,100.0,
المروج سهل اتين,"Salalah, Dhofar•",2,,90.0,365.0,0.2465753424657534
bed space monthly,"Al Khuwair, Muscat•",2,2.0,30.0,415.0,0.07228915662650602
شقه للايجار اليومي او الاسبوعي مفروشه,"Sur, Al Sharqiya•",2,2.0,50.0,120.0,0.4166666666666667
استديو للاجار فى  منطقه الخوير 110,"Al Khuwair, Muscat•",1,1.0,110.0,60.0,1.8333333333333333
Room for Rent - Bawshar,"Bosher, Muscat•",1,1.0,110.0,20.0,5.5
مطلوب شقة سكنية,"Suwaiq, Al Batinah•",2,2.0,70.0,80.0,0.875
House shiffting office shiffting furniture fixing transport,"Al Hail, Muscat•",1,1.0,100.0,10.0,10.0
House shiffting office shiffting furniture fixing transport,"Qurum, Muscat•",0,0.0,100.0,10.0,10.0
Room Sharing in Al Qurum,"Qurum, Muscat•",1,1.0,60.0,20.0,3.0
شقق مفروشة للإيجار اليومي بدأ من ٤٠ ريال,"Salalah, Dhofar•",3,3.0,50.0,160.0,0.3125
bed space in gaha 65,"Ghala, Muscat•",0,0.0,65.0,19.0,3.4210526315789473
مطلوب شقق لنشاط تجاري مكاتب,"Al Maabilah, Muscat•",2,2.0,,100.0,
nice flat near AL fair and health centre in Azaiba only families,"Azaiba, Muscat•",2,2.0,275.0,150.0,1.8333333333333333
Amazing fully furnished flat in Qautab bar al jaseh pay,"Barr Al Jissah, Muscat•",3,3.0,800.0,200.0,4.0
Nodern house neare wave and muzun mall,"Al Mawaleh, Muscat•",4,4.0,700.0,300.0,2.3333333333333335
Spacious  beautiful flat in Hail North,"Al Hail, Muscat•",3,3.0,450.0,300.0,1.5
BED SPACE AVAILABLE GHALA EXECUTIVE BACHELOR (KERALITE ONLY) RO. 60,"Ghala, Muscat•",3,3.0,60.0,20.0,3.0
Bed space available Ghala . KERALITE ONLY EXECUTIVE BACHELOR,"Ghala, Muscat•",3,3.0,60.0,20.0,3.0
Townhouse at Dar Al Zain,"Al Seeb, Muscat•",3,3.0,370.0,222.0,1.6666666666666667
3 bhk flat for rent in seeb muscat,"Al Seeb, Muscat•",3,3.0,165.0,36225.0,0.004554865424430642
room for lady only,"Qurum, Muscat•",2,2.0,90.0,80.0,1.125
ROOM FOR RENT DAILY,"Salalah, Dhofar•",1,1.0,20.0,20.0,1.0
Signle Room For Bachelor,"Al Khoud, Muscat•",1,1.0,90.0,27.0,3.3333333333333335
Male n female bed space available in gubragubra,"Al Ghubrah, Muscat•",1,1.0,45.0,25.0,1.8
شقق للايجار,"Salalah, Dhofar•",4,4.0,50.0,600.0,0.08333333333333333
فلل راقية للإيجار اليومي في مواقع مميزة بصلالة,"Salalah, Dhofar•",7,7.0,100.0,600.0,0.16666666666666666
room for rent.,"Al Khuwair, Muscat•",1,1.0,120.0,50.0,2.4
انوار صلاله للشقق الفندقيه _عوقد /عرض خاص,"Salalah, Dhofar•",3,3.0,99.0,190.0,0.5210526315789473
السعادة الشمالية,"Salalah, Dhofar•",1,1.0,20.0,35.0,0.5714285714285714
فيلا منفصله مميزه و جميله للإجار في الخوض السابعة,"Al Khoud, Muscat•",2,2.0,300.0,367.0,0.8174386920980926
غرف للإيجار في الخوض,"Al Khoud, Muscat•",1,1.0,10.0,40.0,0.25
A single bed space in a sharing room for rent,"Al Khuwair, Muscat•",1,1.0,35.0,35.0,1.0
120 studio in Alkhuwair bill included,"Al Khuwair, Muscat•",1,1.0,120.0,35.0,3.4285714285714284
room for rent north alghubrah,"Al Ghubrah, Muscat•",1,1.0,130.0,22.0,5.909090909090909
Bed space available,"Ansab, Muscat•",1,1.0,35.0,60.0,0.5833333333333334
شقة في المعبيلة الجنوبية الثامنة,"Al Maabilah, Muscat•",3,3.0,125.0,140.0,0.8928571428571429
studio flat in Al khuwair,"Al Khuwair, Muscat•",2,2.0,185.0,70.0,2.642857142857143
industrial land for rent‏أرض صناعية للإيجارات المسفاه,"Misfah, Muscat•",2,,3600.0,1500.0,2.4
فلة للايجار اليومي,"Salalah, Dhofar•",2,2.0,60.0,635.0,0.09448818897637795
Sharing Bedspace for Executive Bachelor Beside Nesto Mabela Blaban,"Al Maabilah, Muscat•",1,1.0,35.0,200.0,0.175
استراحة في اتين صلاله,"Salalah, Dhofar•",5,5.0,135.0,1400.0,0.09642857142857143
Furnished flat for rent (15 rial per day) Limited Time offer,"Salalah, Dhofar•",1,1.0,15.0,50.0,0.3
ابحث عن بيت او شقه بشهري,"Salalah, Dhofar•",4,4.0,700.0,11.0,63.63636363636363
clean room for rent,"Al Khuwair, Muscat•",1,1.0,100.0,100.0,1.0
شقق مفروشة راقية للايجار اليومي والاسبوعى، daily furnished Apartments,"Al Ghubrah, Muscat•",2,2.0,50.0,80.0,0.625
96513593.2 badrum  1 bathrum  with furniture  and water electricit,"Al Khuwair, Muscat•",1,1.0,150.0,50.0,3.0
بناية النسيم شقق,"Salalah, Dhofar•",2,2.0,50.0,100.0,0.5
Room for rent,"Al Maabilah, Muscat•",1,1.0,70.0,50.0,1.4
Room for rent,"Ghala, Muscat•",1,1.0,125.0,50.0,2.5
شقه بصلاله (سعاده شماليه) موقع ممتاز,"Salalah, Dhofar•",2,2.0,,20.0,
غرفة نوم و دورة مياة في السيب,"Al Seeb, Muscat•",1,1.0,70.0,25.0,2.8
Bed space near Mall of Oman,"Bosher, Muscat•",1,1.0,45.0,150.0,0.3
We are looking for building leasing and mentainance,"Muscat - Other, Muscat•",2,2.0,,100.0,
غرف واستوديو هات فرش وبدون فرش اسعار تبدا ب١٠٠ ريال,"Al Khuwair, Muscat•",1,1.0,100.0,60.0,1.6666666666666667
‏غرف للإيجار صلالة يومي,"Salalah, Dhofar•",1,1.0,15.0,77.0,0.19480519480519481
"1 BHK Flat for Rent – Near ISM, Darsait","Darsait, Muscat•",1,1.0,110.0,40.0,2.75
المصنعة ، Almusana,"Al Masn'a, Al Batinah•",4,4.0,60.0,1200.0,0.05
flat for rent in ZAIN ALAUZAIBA Building,"Azaiba, Muscat•",2,2.0,250.0,70.0,3.5714285714285716
منزل للايجار اليومي,"Salalah, Dhofar•",3,3.0,50.0,400.0,0.125
Furnished Room for rent with seperate bathroom for Gents,"Al Hail, Muscat•",1,1.0,100.0,75.0,1.3333333333333333
Big furnished room,"Al Maabilah, Muscat•",1,1.0,150.0,25.0,6.0
furnished room for rent عرفة مفروشة للايجار,"Al Maabilah, Muscat•",1,1.0,100.0,20.0,5.0
Room for rent in Ruwi - Honda Road,"Ruwi, Muscat•",1,1.0,90.0,75.0,1.2
منزل للاجار اليومي صلالة,"Salalah, Dhofar•",3,3.0,55.0,400.0,0.1375
furnished room for working ladies,"Al Ghubrah, Muscat•",1,1.0,70.0,100.0,0.7
Room for rent in barka,"Barka, Al Batinah•",1,1.0,40.0,15.0,2.6666666666666665
"M u s c a t , Offices","Al Khuwair, Muscat•",2,,250.0,20.0,12.5
for rent,"Darsait, Muscat•",3,3.0,80.0,1000000.0,8e-05
استراحه النخيل للايجار اليومي,"Al Mudaibi, Al Sharqiya•",3,3.0,50.0,600.0,0.08333333333333333
Furnished Studio 4rent in al-Aziba,"Azaiba, Muscat•",1,1.0,175.0,20.0,8.75
Executive bachelor Bed space for rent in Ruwi Near Sultan sports Ruwi,"Al Hamriyah, Muscat•",2,2.0,50.0,150.0,0.3333333333333333
1 BHK FLAT AVAILABLE FOR RENT,"Madinat As Sultan Qaboos, Muscat•",2,2.0,180.0,20.0,9.0
فرصة ذهبية: أرض صناعية للإيجار في موقع مميز جداً,"Al Amarat, Muscat•",2,,1000.0,500.0,2.0
needed one professional person for sharing room neat and clean room,"Al Ghubrah, Muscat•",1,1.0,50.0,10.0,5.0
BED SPACE AND ROOM FOR LADIES ONLY,"Ruwi, Muscat•",2,2.0,45.0,300.0,0.15
3+1  beautiful villa in almouj Rehan Residence  from owner direct,"The Wave (Almouj), Muscat•",3,3.0,1275.0,200.0,6.375
محلات ومعرض للإيجار,"Saham, Al Batinah•",2,,60.0,22.0,2.727272727272727
"FOR RENT 1388 Ghala, Muscat","Ghala, Muscat•",2,2.0,180.0,80.0,2.25
Appartments for rent,"Azaiba, Muscat•",2,2.0,350.0,110.0,3.1818181818181817
شقه استوديو للايجار اليومي بسعر 25زيال فقط منتجع السيفه,"Bosher, Muscat•",1,1.0,50.0,100.0,0.5
one furnished room in a villa in aziba,"Azaiba, Muscat•",0,0.0,185.0,30.0,6.166666666666667
one room studio for rent brand new,"Al Ghubrah, Muscat•",1,1.0,210.0,25.0,8.4
منزل للإيجار الرستاق قرية الغشب,"Al Rustaq, Al Batinah•",3,3.0,120.0,130.0,0.9230769230769231
Leen Ap,"Ghala, Muscat•",1,1.0,50.0,80.0,0.625
Room for Rent,"Al Ghubrah, Muscat•",0,0.0,130.0,30.0,4.333333333333333
COMMERCIAL SPACE FOR RENT,"Muscat Hills, Muscat•",2,,2250.0,334.0,6.736526946107785
غرف للايجار في الغبرة الشمالية For Rent Rooms in Ghobra North,"Al Ghubrah, Muscat•",2,2.0,150.0,28.0,5.357142857142857
غرفه بدورة مياه خاصه خلف جهاز الضرائب شامل الفواتير والانترنت,"Al Mawaleh, Muscat•",1,1.0,100.0,555.0,0.18018018018018017
FOR RENT 3 BED ROOMS VILLA AT AL BARZHA COMPLEX  GSM 90928420,"Al Khaboura, Al Batinah•",4,4.0,175.0,180.0,0.9722222222222222
Khuwair 33,"Al Khuwair, Muscat•",1,1.0,120.0,90.0,1.3333333333333333
شقة الموسم – مفروشة بالكامل للإيجار في صلالة,"Salalah, Dhofar•",3,3.0,50.0,350.0,0.14285714285714285
"shops for Rent - main road, Wadi Kabir (Near signal)","Al Wadi Al Kabir, Muscat•",2,,270.0,71.0,3.8028169014084505
غرفه للايجار او فردين سعر الفرد 35,"Al Khoud, Muscat•",2,2.0,35.0,20.0,1.75
شقة للإجار في مجمع زهرة الخريف أجوان متاحة خلاش شهر 7,"Salalah, Dhofar•",2,2.0,50.0,120.0,0.4166666666666667
شقة الإيجار /Flat for rent,"Azaiba, Muscat•",2,2.0,160.0,100.0,1.6
villa fore rent ambar near Indian school,"Sohar, Al Batinah•",3,3.0,250.0,200.0,1.25
بركاء Barka,"Barka, Al Batinah•",2,,450.0,84.0,5.357142857142857
صلاله الوادى,"Salalah, Dhofar•",2,2.0,50.0,10.0,5.0
شقة صغيرة ونظيفة للايجار 135 ريال,"Misfah, Muscat•",1,1.0,135.0,56.0,2.4107142857142856
"Single Room with attached Bathroom, seprate entrance for Rent","Darsait, Muscat•",1,1.0,90.0,20.0,4.5
فيلا للإيجار في مجمع أريج السكني,"Al Seeb, Muscat•",5,5.0,330.0,240.0,1.375
"Restaurant-Ready Space – Prime Location, Great Price!","Salalah, Dhofar•",2,,350.0,100.0,3.5
فرصه معرض كبير موقع مميز بسعر رخيص,"Salalah, Dhofar•",2,,480.0,300.0,1.6
محل للإيجار ف العامرات Shop for rent in Al Amerat,"Al Amarat, Muscat•",2,,130.0,24.0,5.416666666666667
room for rent,"Al Maabilah, Muscat•",1,1.0,60.0,150.0,0.4
محلات للايجار في ولايه لوىshop for rent in liwa,"Liwa, Al Batinah•",2,,70.0,400.0,0.175
الخوض بحي الكوثر,"Al Khoud, Muscat•",1,1.0,25.0,20.0,1.25
warehouse for rent,"Ghala, Muscat•",2,,2000.0,1050.0,1.9047619047619047
شقق ومحلات الايجار,"Liwa, Al Batinah•",2,,100.0,400.0,0.25
for kerala muslims,"Mutrah, Muscat•",1,1.0,45.0,18.0,2.5
room and flat available,"Al Maabilah, Muscat•",1,1.0,125.0,70.0,1.7857142857142858
Nice house in Qurm 16 Neare masinat sultan,"Madinat As Sultan Qaboos, Muscat•",5,5.0,555.0,300.0,1.85
محل للإيجار في الخوض,"Al Khoud, Muscat•",2,,250.0,33.3,7.507507507507508
شقه مفروشه غرفة و صاله الخوض شارع مزون,"Bosher, Muscat•",2,2.0,350.0,114.0,3.0701754385964914
standalone house in hail south Near Turkish Market and Dusteen Restaur,"Al Hail, Muscat•",4,4.0,500.0,400.0,1.25
Semi Furnished Flat for Short Term ( 1-2 Months) Rent - 1 BHK,"Al Ghubrah, Muscat•",1,1.0,140.0,40.0,3.5
Furnish Room For Lady Family Flat Cal 79146789,"Al Wadi Al Kabir, Muscat•",1,1.0,90.0,30.0,3.0
المعبيلة الجنوبية قرب مول مسقط,"Al Maabilah, Muscat•",3,3.0,220.0,100.0,2.2
Flat for Rent Al mabilah,"Al Maabilah, Muscat•",3,3.0,230.0,100.0,2.3
Office For Rent in a Hot location at Azaiba 18th November,"Azaiba, Muscat•",2,,550.0,95.0,5.7894736842105265
spacious  bright flat near Holiday Inn Hotel near carfour,"Al Mawaleh, Muscat•",3,3.0,230.0,200.0,1.15
fully furnished spacious flat ib muscat Bay Qubtan,"Qantab, Muscat•",2,2.0,850.0,200.0,4.25
Modern Villa in South Mawleh Near Omantel,"Al Mawaleh, Muscat•",4,4.0,460.0,3000.0,0.15333333333333332
room for rent beside carfuor for Filipino,"Al Mawaleh, Muscat•",1,1.0,75.0,20.0,3.75
amazing  house in qurum 29 near Madinat sultan,"Qurum, Muscat•",5,5.0,555.0,300.0,1.85
مساحة 1100  متر تقريبًا للايجار في المسفاه الخط الاول للشارع,"Misfah, Muscat•",2,,1100.0,1100.0,1.0
(special offer ) 2BHK flat at Azibah South-Ref-D-75,"Azaiba, Muscat•",2,2.0,240.0,100.0,2.4
محل تجاري في  الحيل  الجنوبيه  على الجنب واسع به ديكور,"Al Hail, Muscat•",2,,80.0,40.0,2.0
big flat in AL khoud near oman oil,"Al Seeb, Muscat•",2,2.0,140.0,120.0,1.1666666666666667
شقة بمنتجع السيفة,"Al Sifah, Muscat•",1,1.0,250.0,300.0,0.8333333333333334
استوديو للايجار بمنتجع جبل السيفة,"Al Sifah, Muscat•",1,1.0,250.0,350.0,0.7142857142857143
غرفه الايجار بسوق الخوض,"Al Khoud, Muscat•",1,1.0,100.0,20.0,5.0
office with store for rent,"Al Ghubrah, Muscat•",2,,250.0,77.0,3.2467532467532467
Room for Rent,"Bosher, Muscat•",1,1.0,110.0,10.0,11.0
شقة للايجار اليومي خريف صلاله,"Salalah, Dhofar•",3,3.0,50.0,150.0,0.3333333333333333
شقة في المعبيلة الجنوبية,"Al Maabilah, Muscat•",3,3.0,130.0,130.0,1.0
Room for Rent - Bausher,"Al Ghubrah, Muscat•",1,1.0,90.0,60.0,1.5
2BHK for rent in Al ghashba,"Sohar, Al Batinah•",2,2.0,110.0,10.0,11.0
Affordable Labor & Staff Accommodation in Khazaen Economic City,"Barka, Al Batinah•",2,2.0,160.0,40.0,4.0
للبيع - شقة في المعبيلة على شارع النزهة خط نيستو بسعر مغري جداً,"The Wave (Almouj), Muscat•",2,2.0,5000.0,100.0,50.0
فيلا في أمتداد عوقد ب للأيجار اليومي,"Salalah, Dhofar•",4,4.0,150.0,600.0,0.25
شقه الايجار اليومي اقراء الوصف,"Salalah, Dhofar•",2,2.0,50.0,400.0,0.125
"بنايه المنصور، للايجار اليومي  . . Al Mansour Regency, Awqad","Salalah, Dhofar•",2,2.0,50.0,90.0,0.5555555555555556
فلل جديده vip للايجار خريف صلالة في عوقد 2025,"Salalah, Dhofar•",9,9.0,180.0,350.0,0.5142857142857142
غرفة للايجار في قلب صلالة. متاح من يوم 23,"Salalah, Dhofar•",1,1.0,15.0,24.0,0.625
flat for rent-Darsait-excellent location,"Darsait, Muscat•",3,3.0,210.0,85.0,2.4705882352941178
Furnish Room For Single Lady  Family Flat Cal 79146789,"Al Wadi Al Kabir, Muscat•",1,1.0,95.0,30.0,3.1666666666666665
Apartments for Rent – Ruwi,"Ruwi, Muscat•",1,1.0,80.0,600.0,0.13333333333333333
Apartments for Rent – Ruwi,"Ruwi, Muscat•",2,2.0,100.0,600.0,0.16666666666666666
بيت في سمد الشان للايجار,"Al Mudaibi, Al Sharqiya•",3,3.0,115.0,400.0,0.2875
a peaceful 70m² unit in Muscat Hills Avenue for rent,"Muscat Hills, Muscat•",2,2.0,300.0,70.0,4.285714285714286
صلاله,"Salalah, Dhofar•",2,2.0,50.0,150.0,0.3333333333333333
ROOM FOR RENT,"Ruwi, Muscat•",1,1.0,100.0,25.0,4.0
فيلا للإيجار ف الخريف نظيفة راقية ف السعادة  متوفرة من 8/23إلى 9/10,"Salalah, Dhofar•",10,10.0,150.0,600.0,0.25
شقة للعوائل مدخل خاص نظيفة جدا,"Salalah, Dhofar•",2,2.0,50.0,140.0,0.35714285714285715
furnished rooms available for an executive male bachelors in ghubrah,"Al Ghubrah, Muscat•",1,1.0,130.0,25.0,5.2
Executive Bed Space Available in Ghala Heights,"Ghala, Muscat•",3,3.0,65.0,250.0,0.26
full room or sharing only for malayali,"Misfah, Muscat•",2,2.0,40.0,15.0,2.6666666666666665
Room for rent,"Al Ghubrah, Muscat•",1,1.0,100.0,45.0,2.2222222222222223
شقة الايجار في المعبيلة بقرب من مسقط مول,"Al Maabilah, Muscat•",2,2.0,260.0,146.0,1.7808219178082192
شقة للإيجار معبيلة الرابعة للعزابية,"Al Maabilah, Muscat•",2,2.0,155.0,100.0,1.55
Master Bedroom for Rent – Only for Filipino or Indian Executive Lady.,"Al Hail, Muscat•",1,1.0,120.0,180.0,0.6666666666666666
ايجار شقق في صحلنوت,"Salalah, Dhofar•",3,3.0,70.0,280.0,0.25
غرفة للأجار اليومي، الاسبوعي، الشهري,"Al Maabilah, Muscat•",1,1.0,100.0,1000000.0,0.0001
room for rent near the city cntr and shell petrol station 98493959,"Al Mawaleh, Muscat•",1,1.0,100.0,24.0,4.166666666666667
للبيع أو الإيجار رياحين بدية الراكة بيت ضيافة استراحة,"Bidiya, Al Sharqiya•",4,4.0,50.0,150.0,0.3333333333333333
Single and double bed room accoomodation available in Wad Adai,"Ruwi, Muscat•",2,2.0,170.0,100.0,1.7
للإيجار | محلات تجارية في الخوض السادسة Shops for Rent | Al Khoudh 6,"Al Khoud, Muscat•",2,,600.0,400.0,1.5
بيت العطلات بوادي سال بجعلان بني بو علي ٩كم من الشاطئ الشرقية-عمان,"Ja'alan Bani Bu Ali, Al Sharqiya•",5,5.0,50.0,200.0,0.25
The Pearl Musct 1BHK fully furnished,"Muscat Hills, Muscat•",2,2.0,475.0,78.0,6.089743589743589
warehouse for rent rusail مخزن للايجار رسيل,"Al Rusayl, Muscat•",2,,1700.0,800.0,2.125
shop for rent محل للايجار,"Al Hail, Muscat•",2,,1000.0,101.0,9.900990099009901
full furnished flat for rent in boshar,"Bosher, Muscat•",2,2.0,300.0,63.0,4.761904761904762
Limited Time Offer: Perfect Bed Spaces in Al-Khuwair!,"Al Khuwair, Muscat•",1,1.0,50.0,22.0,2.272727272727273
80.                                       . . .,"Salalah, Dhofar•",2,2.0,80.0,1234.0,0.06482982171799027
شقق مفروشة للإيجار خريف صلالة,"Salalah, Dhofar•",2,2.0,50.0,100.0,0.5
apartments for daily  rent al dharez family only,"Salalah, Dhofar•",2,2.0,50.0,156.0,0.32051282051282054
industrial land for investment,"Al Rusayl, Muscat•",2,,4000.0,3000.0,1.3333333333333333
Single Room with attached Bathroom Available opposite to Al Nadha Hosp,"Al Hamriyah, Muscat•",1,1.0,85.0,500.0,0.17
fully furnished along with electricity and water bill,"Al Ghubrah, Muscat•",1,1.0,200.0,102.0,1.9607843137254901
room available for rent,"Al Maabilah, Muscat•",1,1.0,100.0,200.0,0.5
Furnish Flat Four Daly Rant,"Salalah, Dhofar•",2,2.0,50.0,350.0,0.14285714285714285
غرف جديدة كليا للشباب ب ١٠ ريال,"Salalah, Dhofar•",1,1.0,1000.0,15.0,66.66666666666667
منزل للإيجار اليومي,"Taqah, Dhofar•",4,4.0,60.0,300.0,0.2
Sharing room.,"Al Maabilah, Muscat•",2,2.0,25.0,120.0,0.20833333333333334
Bed space– Attached Bathroom & Shared Kitchen,"Ruwi, Muscat•",1,1.0,40.0,200.0,0.2
Single room for rent,"Mutrah, Muscat•",1,1.0,60.0,550.0,0.10909090909090909
Sharing room,"Al Hail, Muscat•",1,1.0,60.0,100.0,0.6
room for rent for lady include water electricity  and wifi,"Qurum, Muscat•",1,1.0,120.0,25.0,4.8
1 BHK Specious Villa at Al Khuwair Opp AL Bustan Gift market,"Al Khuwair, Muscat•",1,1.0,170.0,100.0,1.7
غرفتين فندقيه في اتين,"Salalah, Dhofar•",2,2.0,50.0,80.0,0.625
building for rent مبنى للإيجار,"Sohar, Al Batinah•",2,,550.0,265.0,2.0754716981132075
محل للايجار,"Al Mawaleh, Muscat•",2,,150.0,25.0,6.0
"An Offer Rent Room Daily,Weekly And Monthly In Azaiba","Azaiba, Muscat•",1,1.0,10.0,50.0,0.2
An Offer Rooms Rent At Azaiba Muscat,"Azaiba, Muscat•",1,1.0,10.0,60.0,0.16666666666666666
محلات الايجار  محلات مسجد ناصر بن مرشد,"Al Maabilah, Muscat•",2,,90.0,80.0,1.125
استوديو للايجار في الخوير 33   شامل  الفواتير و الصيانة مفروش,"Al Khuwair, Muscat•",1,1.0,180.0,80.0,2.25
شقة أرضية مستقلة للأجار اليومي,"Salalah, Dhofar•",2,2.0,50.0,100.0,0.5
Room for rent,"Al Seeb, Muscat•",1,1.0,100.0,10.0,10.0
بناية وادي عين سعاده الشمالية,"Salalah, Dhofar•",4,4.0,50.0,300.0,0.16666666666666666
غرفه ومشاركة سكن في المعبيلة الجنوبية للموظفات والطالبات فقط,"Al Maabilah, Muscat•",2,2.0,70.0,10.0,7.0
شقق للايجار لا تضيع فرصتك . . سعر منافس,"Salalah, Dhofar•",2,2.0,50.0,600.0,0.08333333333333333
غرفه للإيجار في قلب الخوير نظيفه شامل كهرباء و ماء و إنترنيت سعر مناسب,"Al Khuwair, Muscat•",1,1.0,100.0,80.0,1.25
المعبيلة,"Al Maabilah, Muscat•",1,1.0,130.0,45.0,2.888888888888889
